player,team,minutes,raw_total,per90
Harald Irmscher,German DR,60.2,0.0,0.00
Ulrich Hoeneß,Germany,140.6,0.0,0.00
Salvador Ichazo Fernández,Torino,255.7,0.0,0.00
Bruno Lourenço Pinto de Almeida Paz,Angola,132.7,0.0,0.00
Duncan Watmore,Sunderland,842.3,0.0,0.00
Bailey Wright,Australia,14.9,0.0,0.00
Yunus Dimoara Musah,Valencia,484.6,0.0,0.00
Bryan Gil Salvatierra,Leganés,0.0,0.0,0.00
Sebastian Rudy,Hoffenheim,116.3,0.0,0.00
Youssoufa Moukoko,Germany,0.0,0.0,0.00
Raphael Onyedika,Nigeria,31.3,0.0,0.00
Ricardo Guardia Avila,Panama,95.7,0.0,0.00
Tom Krauß,FSV Mainz 05,23.5,0.0,0.00
Viktor Fischer,Denmark,32.6,0.0,0.00
Filip Bradarić,Croatia,54.1,0.0,0.00
Franco Armani,Argentina,183.8,0.0,0.00
Tim Cahill,Australia,25.3,0.0,0.00
Mahamadou Bamba N''Diaye,Troyes,0.0,0.0,0.00
Christopher Paolo César Hurtado Huertas,Peru,15.4,0.0,0.00
Oribe Peralta Morones,Mexico,0.0,0.0,0.00
Luka Jović,Serbia,140.1,0.0,0.00
Ian Maatsen,Borussia Dortmund,45.0,0.0,0.00
Rodney Wallace,Costa Rica,13.0,0.0,0.00
Miguel Ángel Borja Hernández,Colombia,27.1,0.0,0.00
Sławomir Peszko,Poland,2.4,0.0,0.00
Ahmed Khalil,Tunisia,11.9,0.0,0.00
Flavius Daniliuc,OGC Nice,78.0,0.0,0.00
Vladimir Granat,Russia,58.4,0.0,0.00
Aleksandr Erokhin,Russia,67.6,0.0,0.00
Jonas Knudsen,Denmark,107.7,0.0,0.00
Junior Chukwubuike Adamu,Freiburg,9.8,0.0,0.00
James Wilson,Manchester United,0.0,0.0,0.00
Matěj Jurásek,Czech Republic,50.1,0.0,0.00
Mikel San José Domínguez,Athletic Club,3122.0,0.0,0.00
Gabriel dos Santos Magalhães,Brazil,0.0,0.0,0.00
Ismael Saibari,Morocco,103.0,0.0,0.00
Ambroise Oyongo Bitolo,Montpellier,16.4,0.0,0.00
Žan Karničnik,Slovenia,395.7,0.0,0.00
Jonathan Matías Urretaviscaya da Luz,Uruguay,19.8,0.0,0.00
Dejan Kulusevski,Sweden,134.6,0.0,0.00
Alejandro Miguel Rodriguez,Sampdoria,19.3,0.0,0.00
Sebastian Rode,Bayern Munich,0.2,0.0,0.00
Jan-Ingwer Callsen-Bracker,Augsburg,81.0,0.0,0.00
Malik Tillman,United States,0.0,0.0,0.00
Diego Lainez Leyva,Real Betis,22.5,0.0,0.00
Emanuel Cecchini,Málaga,15.1,0.0,0.00
Antonio Latorre Grueso,Valencia,148.8,0.0,0.00
Angelo Stiller,VfB Stuttgart,84.9,0.0,0.00
Rúben Miguel Nunes Vezo,Valencia,1641.1,0.0,0.00
Amath Ndiaye,Getafe,172.8,0.0,0.00
Mathias Flaga Olesen,FC Köln,16.6,0.0,0.00
Mikel Oyarzabal Ugarte,Real Sociedad,2463.1,0.0,0.00
Nicolas Seiwald,RB Leipzig,486.3,0.0,0.00
Konrad De La Fuente,Olympique de Marseille,12.3,0.0,0.00
Paulo Henrique Chagas de Lima,Sevilla,18.7,0.0,0.00
Enzo Alan Zidane Fernández,Deportivo Alavés,10.9,0.0,0.00
Daniel Raba Antolín,Villarreal,59.6,0.0,0.00
Xabier Etxeita Gorritxategi,Athletic Club,2603.4,0.0,0.00
Víctor Mollejo Carpintero,Getafe,0.0,0.0,0.00
Enric Gallego Puigsech,Osasuna,7.8,0.0,0.00
Iker Muniain Goñi,Athletic Club,1794.6,0.0,0.00
Ager Aketxe Barrutia,Athletic Club,180.9,0.0,0.00
Haitham Mohammed Asiri,Saudi Arabia,10.2,0.0,0.00
Pedro Lomba Neto,Portugal,120.4,0.0,0.00
Lassine Sinayoko,Auxerre,542.2,0.0,0.00
Felix Wiedwald,Werder Bremen,170.4,0.0,0.00
Marlos Moreno Durán,Girona,2.2,0.0,0.00
Matías Aguirregaray Guruceaga,Las Palmas,85.5,0.0,0.00
Yohan Mollo,Granada,26.7,0.0,0.00
Adrián Marín Gómez,Villarreal,958.6,0.0,0.00
Terry Graham Garbett,NY Cosmos,45.0,0.0,0.00
Sergio Floccari,Sassuolo,1480.4,0.0,0.00
Mario Giubertoni,Inter Milan,11.8,0.0,0.00
Timothy Castagne,Belgium,649.3,0.0,0.00
Rudi Völler,Germany,46.8,0.0,0.00
Roberto Gagliardini,Atalanta,81.3,0.0,0.00
Alejandro Darío Gómez,Atalanta,2944.5,0.0,0.00
Gastón Exequiel Ramírez Pereyra,Southampton,25.1,0.0,0.00
Benedikt Höwedes,Schalke 04,87.7,0.0,0.00
Lubambo Musonda,Zambia,201.3,0.0,0.00
Petr Ševčík,Czech Republic,235.7,0.0,0.00
Roland Grahammer,Bayern Munich,0.0,0.0,0.00
Armin Eck,Bayern Munich,3.6,0.0,0.00
Kamil Wilczek,Carpi,108.6,0.0,0.00
Saba Lobzhanidze,Georgia,6.8,0.0,0.00
Stiven Ricardo Plaza Castillo,Real Valladolid,2.6,0.0,0.00
Filip Đuričić,Serbia,17.8,0.0,0.00
Gianluca Pegolo,Sassuolo,140.9,0.0,0.00
Junya Ito,Japan,391.3,0.0,0.00
Andrea Bertolacci,AC Milan,1736.2,0.0,0.00
Paco Clos,Barcelona,23.4,0.0,0.00
Bernd Schuster,Barcelona,176.3,0.0,0.00
Francisco José Carrasco Hidalgo,Barcelona,176.3,0.0,0.00
Marcos Alonso Peña,Barcelona,176.3,0.0,0.00
Julio Alberto Moreno Casas,Barcelona,176.3,0.0,0.00
Víctor Muñoz Manrique,Barcelona,176.3,0.0,0.00
José Ramón Gallego Vidal,Athletic Club,0.0,0.0,0.00
Manuel Sarabia López,Athletic Club,25.5,0.0,0.00
Francisco Javier González Urruticoechea,Barcelona,176.3,0.0,0.00
Simone Verdi,Eibar,524.7,0.0,0.00
Mathias Pereira Lage,Stade Brestois,17.0,0.0,0.00
Micky Cave,Seattle Sounders,66.7,0.0,0.00
Thomas Ernest Jenkins,Seattle Sounders,0.0,0.0,0.00
Florian Tardieu,Troyes,88.6,0.0,0.00
Steffen Tigges,FC Köln,16.8,0.0,0.00
Yakou Meïté,Paris Saint-Germain,0.0,0.0,0.00
Giorgi Chakvetadze,Georgia,242.1,0.0,0.00
Thimotee Taufflieb,Paris Saint-Germain,0.0,0.0,0.00
Uetuuru Kambato,Namibia,14.2,0.0,0.00
Fabio Rossitto,Fiorentina,12.0,0.0,0.00
Mauro Bressan,Fiorentina,0.0,0.0,0.00
Daniele Adani,Fiorentina,0.0,0.0,0.00
Wataru Endo,Japan,288.4,0.0,0.00
Alexis Araujo,Lille,0.0,0.0,0.00
Sergio Henrique Santos Gomes,Cincinnati,45.0,0.0,0.00
Cristian Omar Espinoza,Deportivo Alavés,9.2,0.0,0.00
Vladyslav Vanat,Ukraine,19.8,0.0,0.00
Marco Sailer,Darmstadt 98,0.0,0.0,0.00
Leon Andreasen,Hannover 96,17.9,0.0,0.00
Arne Engels,Augsburg,64.1,0.0,0.00
Jordan Morris,United States,8.8,0.0,0.00
Thibault De Smet,Stade de Reims,95.5,0.0,0.00
Eyal Berkovic,Manchester City,4.2,0.0,0.00
Antoine Sibierski,Manchester City,68.0,0.0,0.00
Gregoire Defrel,Sassuolo,1970.4,0.0,0.00
Lee Bowyer,Newcastle United,85.0,0.0,0.00
Darren Ambrose,Newcastle United,86.8,0.0,0.00
Mzamiru Yassin,Tanzania,103.9,0.0,0.00
Cristian Daniel Ansaldi,Genoa,1928.3,0.0,0.00
Shola Ameobi,Newcastle United,0.0,0.0,0.00
Francisco José Villalba Rodrigo,Valencia,0.0,0.0,0.00
Simone Edera,Torino,0.0,0.0,0.00
Danny Coyne,Leicester City,9.2,0.0,0.00
Infren David da Conceição Matola,Mozambique,95.2,0.0,0.00
Paul Dickov,Leicester City,111.2,0.0,0.00
Trevor Benjamin,Leicester City,1.7,0.0,0.00
Paul Brooker,Leicester City,11.5,0.0,0.00
Quinton Fortune Kolobea,Manchester United,81.7,0.0,0.00
Cristian Molinaro,Torino,1929.6,0.0,0.00
Jérémy Perbet,Villarreal,13.4,0.0,0.00
Jerrel Hasselbaink,Chelsea,18.1,0.0,0.00
Renaud Ripart,Troyes,104.8,0.0,0.00
Goran Bunjevčević,Tottenham Hotspur,0.0,0.0,0.00
Simon Davies,Tottenham Hotspur,96.1,0.0,0.00
Michael Brown,Tottenham Hotspur,96.1,0.0,0.00
Jules Goda,Gazélec Ajaccio,210.9,0.0,0.00
Tie Li,Everton,64.7,0.0,0.00
Gaëtan Perrin,Lyon,54.4,0.0,0.00
Qazim Laçi,Albania,164.9,0.0,0.00
Ismaël Gharbi,Paris Saint-Germain,0.0,0.0,0.00
Rohan Ricketts,Tottenham Hotspur,0.1,0.0,0.00
Sébastien Schemmel,Portsmouth,91.2,0.0,0.00
Yakubu Aiyegbeni,Portsmouth,151.6,0.0,0.00
Nigel Quashie,Portsmouth,181.1,0.0,0.00
Arjan de Zeeuw,Portsmouth,181.1,0.0,0.00
Dejan Stefanovic,Portsmouth,181.1,0.0,0.00
Tim Sherwood,Portsmouth,0.0,0.0,0.00
Jason Roberts,Portsmouth,19.3,0.0,0.00
Amdy Moustapha Faye,Portsmouth,181.1,0.0,0.00
Jairo Izquierdo González,Cádiz,138.4,0.0,0.00
Steven Reid,Blackburn Rovers,38.2,0.0,0.00
Dejan Lekić,Osasuna,96.7,0.0,0.00
Manuel Javier Vallejo Galván,Valencia,2.9,0.0,0.00
Roy Carroll,Manchester United,85.5,0.0,0.00
Simon Johnson,Leeds United,0.0,0.0,0.00
Jason Joseph Euell,Charlton Athletic,29.7,0.0,0.00
Abdoulaye Keita,Bastia,10.2,0.0,0.00
Nelson Sissoko,Saint-Étienne,45.0,0.0,0.00
Chris Perry,Charlton Athletic,75.8,0.0,0.00
Jonatan Lillebror Johansson,Charlton Athletic,86.4,0.0,0.00
Ibrahim Blati Touré,Burkina Faso,282.3,0.0,0.00
Mamady Alex Bangré,Burkina Faso,45.0,0.0,0.00
Henrik Pedersen,Bolton Wanderers,95.9,0.0,0.00
Per Frandsen,Bolton Wanderers,94.3,0.0,0.00
Ricardo Wayne Gardner,Bolton Wanderers,82.4,0.0,0.00
Edilson Alberto Monteiro Sanches Borges,Cape Verde Islands,101.6,0.0,0.00
Irvin Cardona,Stade Brestois,0.0,0.0,0.00
Olivier Tébily,Birmingham City,90.2,0.0,0.00
Ian Bennett,Birmingham City,90.2,0.0,0.00
Aymen Dahmen,Tunisia,255.2,0.0,0.00
Gautier Lloris,OGC Nice,63.7,0.0,0.00
Andrew Davies,Middlesbrough,18.9,0.0,0.00
Wajdi Kechrida,Tunisia,357.6,0.0,0.00
Barry Hayles,Fulham,3.5,0.0,0.00
Henoc Inonga Baka,Congo DR,364.6,0.0,0.00
Zat Knight,Fulham,79.1,0.0,0.00
Jérôme Bonnissel,Fulham,79.1,0.0,0.00
Andy Melville,Fulham,79.1,0.0,0.00
Accursio Bentivegna,Palermo,6.0,0.0,0.00
Alberto Soro Álvarez,Granada,13.6,0.0,0.00
Collins John,Fulham,29.1,0.0,0.00
Giuseppe Vives,Torino,2468.1,0.0,0.00
Juan Carlos Real Ruiz,Huesca,9.2,0.0,0.00
Neill McCann,Southampton,8.9,0.0,0.00
José Luis Moreno Barroso,Villarreal,89.5,0.0,0.00
Sergio Tejera Rodríguez,Mallorca,14.0,0.0,0.00
Halil Altıntop,Augsburg,81.0,0.0,0.00
Stefan Lex,Ingolstadt,63.1,0.0,0.00
Peter Niemeyer,Darmstadt 98,170.3,0.0,0.00
Jens Hegeler,Hertha Berlin,5.4,0.0,0.00
Luis Javier Suárez Charris,Granada,120.9,0.0,0.00
Janek Sternberg,Werder Bremen,0.0,0.0,0.00
Markus Feulner,Augsburg,0.0,0.0,0.00
Obite Evan Ndicka,Côte d'Ivoire,687.1,0.0,0.00
Ramon Olamilekan Azeez,Almería,331.0,0.0,0.00
Francisco Miguel Varela Martín,Real Betis,860.9,0.0,0.00
Abdoulaye Traoré,Bordeaux,356.0,0.0,0.00
Franck Béria,Lille,60.8,0.0,0.00
Gildo Lourenço Vilanculos,Mozambique,80.0,0.0,0.00
Issiar Dia,Gazélec Ajaccio,326.4,0.0,0.00
Federico Bonazzoli,Sampdoria,55.4,0.0,0.00
Djibril Cheick Ouattara,Burkina Faso,57.4,0.0,0.00
Antonín Barák,Czech Republic,212.5,0.0,0.00
Luc Castaignos,Eintracht Frankfurt,81.6,0.0,0.00
Brice Dja Djédjé,Olympique de Marseille,1401.4,0.0,0.00
Jorge Sáenz de Miera Colmeiro,Celta Vigo,87.6,0.0,0.00
Owen Wijndal,Netherlands,46.8,0.0,0.00
Giorgi Kvilitaia,Georgia,0.0,0.0,0.00
Enrique Barja Afonso,Osasuna,84.9,0.0,0.00
Pep Biel Mas Jaume,Augsburg,16.7,0.0,0.00
Gustavo Adrián Ramos Vásquez,Borussia Dortmund,6.7,0.0,0.00
Taras Wiktorowicz Romanczuk,Poland,54.6,0.0,0.00
Davinder Singh,Chennaiyin,0.2,0.0,0.00
José Kanté Martínez,Guinea,10.9,0.0,0.00
Tarik Tissoudali,Morocco,11.5,0.0,0.00
Daniel Arnaud N''Di	,Sporting Gijón,737.5,0.0,0.00
Fredrik Jensen,Finland,80.3,0.0,0.00
Justin Kluivert,OGC Nice,158.2,0.0,0.00
Hany Mukhtar,Nashville SC,38.9,0.0,0.00
Joël Veltman,Netherlands,2.5,0.0,0.00
Benni McCarthy,FC Porto,6.2,0.0,0.00
Pedro Emanuel dos Santos Martins Silva,FC Porto,0.0,0.0,0.00
Jesper Hansen,Bastia,279.6,0.0,0.00
Awer Denis Bul Mabil,Australia,16.2,0.0,0.00
Paul Onuachu,Nigeria,0.4,0.0,0.00
Hernán Darío Toledo,Las Palmas,6.2,0.0,0.00
Amadou Dante,Mali,22.1,0.0,0.00
Pol Mikel Lirola Kosok,Olympique de Marseille,98.9,0.0,0.00
Luca Netz,Borussia Mönchengladbach,83.2,0.0,0.00
Kévin Daniel Van Den Kerkhof,Algeria,9.0,0.0,0.00
Sven Ulreich,Bayern Munich,95.1,0.0,0.00
Sven Bender,Borussia Dortmund,166.9,0.0,0.00
Dan-Axel Zagadou,VfB Stuttgart,84.9,0.0,0.00
Nuri Şahin,Borussia Dortmund,2.8,0.0,0.00
Gonzalo Castro Randon,Borussia Dortmund,0.0,0.0,0.00
Paul Verhaegh,Augsburg,173.2,0.0,0.00
Felix Passlack,Bochum,14.0,0.0,0.00
Daniel Nieto Vela,Eibar,0.3,0.0,0.00
Steven Bergwijn,Netherlands,306.0,0.0,0.00
Mathias Serin,Angers,0.0,0.0,0.00
Nicolás Federico Spolli,Carpi,1029.3,0.0,0.00
David Yelldell,Bayer Leverkusen,41.5,0.0,0.00
Grégory Pujol,Gazélec Ajaccio,1090.0,0.0,0.00
Aaron Mattia Tabacchi,Bologna,0.0,0.0,0.00
Caiuby Francisco da Silva,Augsburg,92.2,0.0,0.00
Reynald Lemaître,Guingamp,437.4,0.0,0.00
Christian Mathenia,Darmstadt 98,170.3,0.0,0.00
Martin Hinteregger,Austria,380.4,0.0,0.00
Kyriakos Papadopoulos,Bayer Leverkusen,888.3,0.0,0.00
Marwin Hitz,Augsburg,173.2,0.0,0.00
Dennis Diekmeier,Hamburger SV,132.1,0.0,0.00
Daniel Avramovski,North Macedonia,14.3,0.0,0.00
Philipp Max,Augsburg,92.2,0.0,0.00
Sven Schipplock,Hamburger SV,4.2,0.0,0.00
Manuel García Alonso,Manchester City,0.6,0.0,0.00
Alejandro Baena Rodríguez,Spain,22.9,0.0,0.00
Mark Uth,Hoffenheim,27.4,0.0,0.00
Jérôme Gondorf,Darmstadt 98,163.8,0.0,0.00
Eduardo Camavinga,France,300.4,0.0,0.00
Theodor Gebre Selassie,Werder Bremen,170.4,0.0,0.00
Serge Gnabry,West Bromwich Albion,596.6,0.0,0.00
Brandon Iván Servania,Toronto FC,14.4,0.0,0.00
Duncan Ferguson,Everton,88.1,0.0,0.00
Ľubomír Tupta,Slovakia,0.0,0.0,0.00
Marco Tumminello,AS Roma,0.0,0.0,0.00
Justin Hoyte,Arsenal,0.0,0.0,0.00
Mikkel Kaufmann,Union Berlin,33.6,0.0,0.00
Chris Richards,United States,261.1,0.0,0.00
Franco Matías Di Santo,Schalke 04,0.0,0.0,0.00
Weston McKennie,United States,526.2,0.0,0.00
Alexandru Iulian Maxim,VfB Stuttgart,21.3,0.0,0.00
Marvin Pieringer,FC Heidenheim,9.3,0.0,0.00
Álex Collado Gutiérrez,Barcelona,4.7,0.0,0.00
Vedad Ibišević,Hertha Berlin,179.8,0.0,0.00
Joao Alberto Grimaldo Ubidia,Peru,13.4,0.0,0.00
Rune Almenning Jarstein,Hertha Berlin,179.8,0.0,0.00
Per Ciljan Skjelbred,Hertha Berlin,165.6,0.0,0.00
Yehvann Diouf,Stade de Reims,95.5,0.0,0.00
Sascha Riether,Schalke 04,87.7,0.0,0.00
Morten Hjulmand,Denmark,247.2,0.0,0.00
José Mauri,AC Milan,241.9,0.0,0.00
Kouadio Emmanuel Koné,Borussia Mönchengladbach,79.0,0.0,0.00
George Alexandru Puşcaş,Romania,36.6,0.0,0.00
Mijat Gaćinović,Serbia,50.0,0.0,0.00
Alejandro Barrera García,Sporting Gijón,29.0,0.0,0.00
Thelonius Bair,Canada,15.5,0.0,0.00
Jean Lucas de Souza Oliveira,AS Monaco,45.6,0.0,0.00
Weverton Pereira da Silva,Brazil,0.4,0.0,0.00
Diadie Samassekou,Mali,203.8,0.0,0.00
Zlatko Junuzović,Werder Bremen,170.4,0.0,0.00
Andreas Ulmer,Austria,177.1,0.0,0.00
Gernot Trauner,Austria,90.7,0.0,0.00
Mattia Zaccagni,Hellas Verona,128.9,0.0,0.00
Lukas Ullrich,Borussia Mönchengladbach,0.6,0.0,0.00
Raúl Marcelo Bobadilla,Augsburg,62.1,0.0,0.00
Patrick Herrmann,Borussia Mönchengladbach,7.1,0.0,0.00
Lucas Silva Borges,Real Madrid,991.6,0.0,0.00
Julian Weigl,Borussia Dortmund,266.3,0.0,0.00
Miloš Jojić,FC Köln,8.8,0.0,0.00
Frederik Hillesborg Sørensen,FC Köln,0.0,0.0,0.00
Johannes van den Bergh,Hertha Berlin,0.0,0.0,0.00
Christoph Moritz,FSV Mainz 05,57.2,0.0,0.00
Ricardo de Oliveira,Real Zaragoza,158.8,0.0,0.00
Pierre-Michel Lasogga,Hamburger SV,95.3,0.0,0.00
Dennis Aogo,Schalke 04,87.7,0.0,0.00
Jacob Bruun Larsen,Denmark,6.3,0.0,0.00
Fabian Lustenberger,Hertha Berlin,179.8,0.0,0.00
Ondrej Duda,Slovakia,553.9,0.0,0.00
Lars Bender,Bayer Leverkusen,850.2,0.0,0.00
Riccardo Calafiori,Italy,282.6,0.0,0.00
Lenny Joseph,Metz,12.1,0.0,0.00
David Wallace Wotherspoon,Canada,9.5,0.0,0.00
Ferhan Hasani,North Macedonia,10.7,0.0,0.00
Hiram Boateng,Crystal Palace,15.9,0.0,0.00
Nasser Al Dawsari,Saudi Arabia,9.7,0.0,0.00
Lukas Hinterseer,Ingolstadt,46.5,0.0,0.00
Fabio Carvalho,RB Leipzig,5.5,0.0,0.00
Malik Pinto,Cincinnati,0.0,0.0,0.00
Djorkaeff Neicer Reasco González,Ecuador,31.5,0.0,0.00
Marcel Hartel,FC Köln,17.8,0.0,0.00
Marnon Busch,FC Heidenheim,13.0,0.0,0.00
Aytac Sulu,Darmstadt 98,170.3,0.0,0.00
Borys Tashchy,VfB Stuttgart,21.4,0.0,0.00
Bilal El Khannous,Morocco,92.2,0.0,0.00
Vanja Drkušić,Slovenia,395.7,0.0,0.00
Gonçalo Bernardo Inácio,Portugal,111.0,0.0,0.00
Anderson Luis de Carvalho,Deportivo Alavés,292.5,0.0,0.00
Pavel Kadeřábek,Hoffenheim,357.2,0.0,0.00
Marcel Heller,Darmstadt 98,170.3,0.0,0.00
Izet Hajrović,Eibar,154.9,0.0,0.00
Luca Caldirola,Darmstadt 98,170.3,0.0,0.00
Marius Wolf,Borussia Dortmund,135.1,0.0,0.00
Siriki Dembele,Auxerre,0.0,0.0,0.00
Jean Marie Dongou Tsafack,Barcelona,2.3,0.0,0.00
Fabio Della Giovanna,Inter Milan,0.0,0.0,0.00
Felix Dja Ettien Yohou,Levante UD,125.7,0.0,0.00
Paul Edgar Akouokou,Real Betis,74.4,0.0,0.00
Kyle Lafferty,Norwich City,0.0,0.0,0.00
Delio Cesar Toledo,Real Zaragoza,160.9,0.0,0.00
Harry Wilson,Wales,210.3,0.0,0.00
Francisco Sebastián Nadal Martorell,Villarreal,98.8,0.0,0.00
Roger García Junyent,Villarreal,23.9,0.0,0.00
Reece James,England,85.2,0.0,0.00
Juan Román Riquelme,Boca Juniors,126.6,0.0,0.00
Kristoffer Nordfeldt,Swansea City,91.3,0.0,0.00
Gustavo Adrián López Pablo,Celta Vigo,84.0,0.0,0.00
Hugo Miguel Ferreira Gomes Viana,Newcastle United,13.1,0.0,0.00
Miguel Ángel Angulo Valderrey,Valencia,109.8,0.0,0.00
Andre Green,Aston Villa,52.8,0.0,0.00
Roberto Fabián Ayala,Valencia,268.9,0.0,0.00
Will Keane,Manchester United,0.0,0.0,0.00
Rushian Hepburn-Murphy,Aston Villa,0.0,0.0,0.00
Jarrod Bowen,England,24.1,0.0,0.00
Gaizka Bergara Picaza,Athletic Club,4.7,0.0,0.00
Carlos Merino González,Gimnàstic Tarragona,18.7,0.0,0.00
Tobias Grahn,Gimnàstic Tarragona,26.5,0.0,0.00
Mouhamadou Habib Habibou,Rennes,10.6,0.0,0.00
Antonio Pinilla Miranda,Gimnàstic Tarragona,33.9,0.0,0.00
Joseba Garmendia Elorriaga,Athletic Club,138.1,0.0,0.00
Philipp Ochs,Hoffenheim,7.7,0.0,0.00
Joel Pohjanpalo,Finland,237.4,0.0,0.00
Luis Carlos Cuartero Lafarga,Real Zaragoza,2.0,0.0,0.00
Ariel Miguel Santiago Ibagaza,Atlético Madrid,321.6,0.0,0.00
Jaime Asensio De La Fuente,Getafe,31.9,0.0,0.00
Julien Romain,Bastia,132.6,0.0,0.00
Alex Fernandez Sanchez,Espanyol,21.5,0.0,0.00
Hoalid Regragui,Racing Santander,18.4,0.0,0.00
Luigi Giorgi,Atalanta,12.3,0.0,0.00
Jonatan Soriano Casas,Espanyol,9.9,0.0,0.00
Clemente Juan Rodríguez,Espanyol,88.4,0.0,0.00
Milan Smiljanić,Espanyol,0.0,0.0,0.00
Eduardo Moya Castillo,Recreativo Huelva,36.8,0.0,0.00
Enrique Álvarez San Juan,Recreativo Huelva,45.0,0.0,0.00
Óscar Sánchez Fuentes,Real Valladolid,0.0,0.0,0.00
Víctor Manuel Fernández Gutiérrez,Real Valladolid,8.7,0.0,0.00
Ahmed Alaa Eldin Abdelmotaal,Qatar,1.5,0.0,0.00
Alberto López Fernández,Real Valladolid,80.4,0.0,0.00
Cléber Santana Loureiro,Atlético Madrid,58.3,0.0,0.00
Michelangelo Albertazzi,Hellas Verona,714.1,0.0,0.00
Mosaab Khoder Jibril,Qatar,1.4,0.0,0.00
Endrick Felipe Moreira de Sousa,Brazil,118.9,0.0,0.00
John Welsh,Liverpool,0.0,0.0,0.00
Elisha Owusu,Ghana,1.2,0.0,0.00
Florian Sotoca,Montpellier,161.7,0.0,0.00
Adriano Ferreira Martins,Málaga,0.0,0.0,0.00
Niklas Moisander,Sampdoria,1700.2,0.0,0.00
Modibo Maïga,West Ham United,29.9,0.0,0.00
Johan Felipe Vásquez Ibarra,Mexico,258.6,0.0,0.00
Santiago García,Werder Bremen,170.4,0.0,0.00
César Jasib Montes Castro,Mexico,483.5,0.0,0.00
Diego Alfonso Valdés Contreras,Chile,45.0,0.0,0.00
Larry Bwalya,Zambia,0.0,0.0,0.00
Imanol Corral Matellán,Eibar,0.0,0.0,0.00
Jordi Cortizo de la Piedra,Mexico,5.1,0.0,0.00
Luis Francisco Romo Barrón,Mexico,223.7,0.0,0.00
Felipe Guréndez Aldanondo,CD Numancia de Soria,0.0,0.0,0.00
Álvaro Antón Camarero,CD Numancia de Soria,24.2,0.0,0.00
Josha Mamadou Karaboue Vagnoman,VfB Stuttgart,84.9,0.0,0.00
Gustavo Enrique Reggi,Levante UD,0.0,0.0,0.00
Valentín Sergio Pachón Mosquero,Getafe,33.0,0.0,0.00
Sylvain N''Diayé,Levante UD,4.0,0.0,0.00
Muhammad Ashique Kuruniyan,Bengaluru,1034.5,0.0,0.00
Brandon Fernandes,Goa,502.2,0.0,0.00
Robert de Pinho de Souza,Real Betis,57.4,0.0,0.00
Pedro Gonzalez Contreras Cano,Real Betis,88.8,0.0,0.00
Pablo González Couñago,Málaga,74.8,0.0,0.00
Anas Edathodika,Jamshedpur,26.3,0.0,0.00
Ion Vélez Martínez,Athletic Club,35.7,0.0,0.00
Juan Manuel Delgado Moreno,RC Deportivo La Coruña,82.6,0.0,0.00
Gustavo Nery De Sá Da Silva,Real Zaragoza,10.6,0.0,0.00
Abel Gómez Moreno,Real Murcia CF,118.7,0.0,0.00
Jack Maher,Nashville SC,83.9,0.0,0.00
Osazemwinde Peter Odemwingie,Stoke City,82.7,0.0,0.00
Juan Quero Barraso,CD Numancia de Soria,2.4,0.0,0.00
Renan Augusto Lodi dos Santos,Atlético Madrid,90.0,0.0,0.00
Derlis Alberto González Galeano,Paraguay,5.4,0.0,0.00
Antony Ranieri,OGC Nice,0.0,0.0,0.00
Stéphan Raheriharimanana,OGC Nice,61.0,0.0,0.00
Jean Ambrose,Bordeaux,0.0,0.0,0.00
Diego Gómez,Angers,21.4,0.0,0.00
Mohammed Muntari,Qatar,49.3,0.0,0.00
Nivaldo Batista Santana,Real Valladolid,0.0,0.0,0.00
Matías Gustavo Alustiza,Xerez,10.6,0.0,0.00
Ben Sahar,Espanyol,0.0,0.0,0.00
Vicente Moreno Peris,Xerez,29.6,0.0,0.00
Jorge Miguel Dias Gonçalves,Racing Santander,24.9,0.0,0.00
Iván Santiago Pérez Maceira,RC Deportivo La Coruña,0.0,0.0,0.00
Ersen Martin,Recreativo Huelva,0.0,0.0,0.00
Natalio Lorenzo Poquet,Almería,6.3,0.0,0.00
Isaías Sánchez Cortés,Espanyol,12.7,0.0,0.00
Mohamed El Amine Amoura,Algeria,118.1,0.0,0.00
Arianit Ferati,VfB Stuttgart,33.7,0.0,0.00
Kevin Martín García Martínez,Mallorca,89.1,0.0,0.00
Edson Ramos de Silva,Mallorca,89.1,0.0,0.00
Fernando Ezequiel Cavenaghi,Mallorca,45.0,0.0,0.00
Álvaro Domínguez Soto,Atlético Madrid,160.4,0.0,0.00
Milan Stepanov,Málaga,16.8,0.0,0.00
Abdoulay Konko,Sevilla,1649.7,0.0,0.00
Aimen Moueffek,Saint-Étienne,16.2,0.0,0.00
Luke Haakenson,Nashville SC,19.4,0.0,0.00
Alhassane Keita,Mallorca,33.8,0.0,0.00
Miguel Ángel Nieto de la Calle,Almería,6.7,0.0,0.00
João Carlos Vilaça Teixeira,Liverpool,2.5,0.0,0.00
Jorge Galán Anaut,Osasuna,13.3,0.0,0.00
Roberto López Esquiroz,Osasuna,25.5,0.0,0.00
Saïd Boutahar,Real Zaragoza,11.1,0.0,0.00
MacDonald Mariga Wanyama,Real Sociedad,79.8,0.0,0.00
Kacper Kozłowski,Poland,52.7,0.0,0.00
Gorka Larrea García,Levante UD,4.8,0.0,0.00
Damián Ariel Escudero,Real Valladolid,42.2,0.0,0.00
Akihiro Ienaga,Mallorca,16.4,0.0,0.00
Kelvin Davis,Southampton,90.8,0.0,0.00
